ajoneuvoluokka;ensirekisterointipvm;ajoneuvoryhma;ajoneuvonkaytto;variantti;versio;kayttoonottopvm;vari;ovienLukumaara;korityyppi;ohjaamotyyppi;istumapaikkojenLkm;omamassa;teknSuurSallKokmassa;tieliikSuurSallKokmassa;ajonKokPituus;ajonLeveys;ajonKorkeus;kayttovoima;iskutilavuus;suurinNettoteho;sylintereidenLkm;ahdin;sahkohybridi;merkkiSelvakielinen;mallimerkinta;vaihteisto;vaihteidenLkm;kaupallinenNimi;voimanvalJaTehostamistapa;tyyppihyvaksyntanro;yksittaisKayttovoima;kunta;Co2;matkamittarilukema;alue;valmistenumero2;jarnro
M1;2010-01-20;;01;CSFA3;L;20100120;2;4;AA;;5;1585;2040;2040;4850;1840;1500;01;2360;125;4;false;false;Chrysler;4D SEBRING SEDAN 2.4 AUTOMATIC-CSFA3/277;;;SEBRING;05;e11*01/116*0143*02;01;241;211;91044;944;1C3ACB6K67;1232012
M1;2010-01-28;;01;B21S;MT;20100128;0;;AB;;5;1265;1670;1670;4100;1730;1580;01;1580;79;4;;;Suzuki;4D SX4 HATCHBACK 1.6-EYB21S-4X4/250;;;SX4;05;e4*01/116*0105*01;01;980;173;119700;343;TSMEYB21S0;1248244
M1;2010-03-18;;05;CSCAA;L;20100104;Y;4;AA;;5;1635;2040;2040;4850;1840;1500;02;1960;103;4;true;false;Chrysler;4D SEBRING SEDAN 2.0 CRD-CSCAA/277;;;SEBRING;05;e11*01/116*0143*01;02;092;170;222030;015;1C3ACC6A87;1267175
M1;2010-03-04;;01;F5G11A;M51AZ1;20090601;5;5;AF;;5;1542;2050;2050;4350;1800;1700;01;1970;104;4;false;false;Kia;5D SPORTAGE SUV 2.0-JE5522/263;1;5;SPORTAGE;05;e4*01/116*0120*01;01;694;190;113515;111;U6YJE55227;1295056
M1;2010-01-14;;01;A;A01;20100114;6;;AA;;5;1268;1715;1715;4480;1700;1540;01;1590;81;4;;;Nissan;4D TIIDA SEDAN 1.6-BCAC11/260;;;TIIDA;05;e11*01/116*0296*00;01;545;165;144209;642;3N1BCAC11U;1321327
M1;2010-02-26;;01;CSDAE;L;20100226;6;;AA;;5;1595;2040;2040;4850;1840;1500;01;2730;137;6;;;Chrysler;4D SEBRING SEDAN 2.7 AUTOMATIC-CSDAE/277;;;SEBRING;05;e11*01/116*0143*03;01;091;236;33799;007;1C3ACF6R78;1344950
M1G;2010-02-01;;05;JCE8M;8H25;20100201;6;;AF;;5;2210;2750;2750;4750;1870;1740;02;2980;160;6;true;;Jeep;5D GRAND CHEROKEE 3.0 CRD AUTOMATIC-JCE8M-4X4/278;;;GRAND CHEROKEE;05;e4*01/116*0095*07;02;049;270;209766;029;1J8HCE8M28;1352952
M1;2010-03-03;;01;CSDAE;L;20100303;6;;AA;;5;1595;2040;2040;4850;1840;1500;01;2730;137;6;;;Chrysler;4D SEBRING SEDAN 2.7 AUTOMATIC-CSDAE/277;;;SEBRING;05;e11*01/116*0143*03;01;202;236;45713;205;1C3ACF6R08;1357405
M1;2010-02-19;;01;ZNR20(R);ZNR11L-GRMEKW(1F);20100219;Y;;AF;;7;1455;2035;2035;4370;1770;1620;01;1790;95;4;;;Toyota;5D COROLLA VERSO MPV 1.8-ZNR11L-GRMEKW/275;;;COROLLA VERSO;05;e11*01/116*0222*05;01;179;184;89643;405;NMTER16R30;1362928
M1;2010-06-24;;01;AAJMF1;FM52EER92;20010119;Y;5;;1;5;1420;1895;1895;4480;1730;;02;1890;85;;true;false;Audi;5D A4 AVANT 1.9TDI-B5/260;1;5;A4;05;e1*98/14*0013*20;02;434;146;264170;079;WAUZZZ8DZ1;1392196
M1;2010-01-08;;01;B21S;MT;20100108;6;;AB;;5;1265;1670;1670;4100;1730;1580;01;1580;79;4;;;Suzuki;4D SX4 HATCHBACK 1.6-EYB21S-4X4/250;;;SX4;05;e4*01/116*0105*01;01;305;173;91628;938;TSMEYB21S0;1397891
M1;2010-02-19;;01;ZRE151(H);ZRE151L-DHMNKW(1A);20100219;Y;;AB;;5;1335;1750;1750;4220;1760;1520;01;1590;91;4;;;Toyota;4D AURIS HATCHBACK 1.6-ZRE151L-DHMNKW/260;;;AURIS;05;e11*01/116*0305*00;01;609;166;54808;281;SB1KV56E00;1420372
M1G;2010-02-03;;01;JK1F3;81;20100203;6;;AF;;5;1565;2010;2010;4410;1790;1660;01;2350;125;4;;;Jeep;5D PATRIOT MPV 2.4-JK1F3-4X4/264;;;PATRIOT;05;e11*01/116*0142*04;01;106;206;185452;056;1J8FFN8W18;1421689
M1;2010-01-15;;01;F5G14A;M51AZ1;20100115;2;;AF;;5;1623;2140;2140;4350;1800;1700;01;1970;104;4;;;Kia;5D SPORTAGE SUV 2.0-JE5525-4X4/263;;;SPORTAGE;05;e4*01/116*0120*02;01;075;194;27918;496;U6YJE55258;1442061
M1G;2010-01-11;;01;JKWF3;81;20100111;6;;AF;;5;1600;2010;2010;4408;1785;1658;01;2350;125;4;;;Jeep;5D PATRIOT MPV 2.4 CVT-JKWF3-4X4/264;;;PATRIOT;05;e11*01/116*0142*04;01;205;226;114549;872;1J8FFF8W88;1444484
M1;2010-01-05;;01;D;D01;20100105;2;;AB;;5;1278;1715;1715;4300;1700;1530;01;1590;81;4;;;Nissan;4D TIIDA HATCHBACK 1.6-FCAC11/260;;;TIIDA;05;e11*01/116*0296*00;01;426;165;116308;804;3N1FCAC11U;1456960
M1G;2010-01-08;;01;JCE8M;8H25;20100108;6;;AF;;5;2210;2750;2750;4750;1870;1740;02;2980;160;6;true;;Jeep;5D GRAND CHEROKEE 3.0 CRD AUTOMATIC-JCE8M-4X4/278;;;GRAND CHEROKEE;05;e4*01/116*0095*07;02;092;270;182571;014;1J8HCE8M58;1460603
M1;2010-01-11;;01;ALA30(WH);ALA30L-AWFGXW(1C);20100111;1;;AF;;5;1670;2190;2190;4400;1860;1720;02;2230;130;4;true;;Toyota;5D RAV4 MPV 2.2 D-4D-ALA30L-AWFGXW-4X4/256;;;RAV4;05;e6*01/116*0105*02;02;275;185;141851;443;JTMBB31V20;1479347
M1;2010-06-18;;01;DTNAB;L;20100618;6;;AA;;5;1555;2040;2040;4850;1840;1500;01;1990;115;4;;;Dodge;4D AVENGER SEDAN 2.0-DTNAB/277;;;AVENGER;05;e11*01/116*0143*02;01;743;185;166549;602;1B3ACN6B98;1490081
M1G;2010-01-05;;01;A;A01;20100105;0;;AF;;5;1557;2050;2050;4630;1790;1680;01;1990;104;4;;;Nissan;5D X-TRAIL MPV 2.0-TBNT31-4X4/263;;;X-TRAIL;05;e1*01/116*0432*00;01;148;208;82423;998;JN1TBNT31U;1493551
M1;2010-01-08;;01;BD;O;20100108;2;;AF;;5;1617;2140;2140;4330;1800;1680;01;1970;104;4;;;Hyundai;5D TUCSON MPV 2.0 CVVT-J-81BP-4X4/263;;;TUCSON;05;e4*01/116*0087*02;01;418;194;41744;375;KMHJN81BP6;1498766
M1G;2010-01-19;;01;C5D54;A51AZ1;20100119;Y;5;AC;;5;1928;2570;2570;4650;1890;1730;02;2180;114;4;true;false;Hyundai;5D SANTA FE STW 2.2D AUTOMATIC-S-81WP-4X4/270;;;SANTA FE;05;e11*01/116*0270*01;02;418;212;143654;375;KMHSH81WP7;1529955
M1G;2010-01-19;;01;W431;54654;20100119;0;;AF;;5;2065;2640;2640;4590;1870;1730;02;2490;125;4;true;;Kia;5D SORENTO SUV 2.5CRDI-JC5245-4X4/271;;;SORENTO;05;e9*98/14*0045*14;02;241;209;178148;944;KNEJC52457;1572171
M1;2010-01-28;;01;NDE150(G);NDE150L-DGGNYW(1A);20100128;8;;AB;;5;1360;1760;1760;4220;1760;1520;02;1360;66;4;true;;Toyota;2D AURIS HATCHBACK 1.4 D-4D AUTOM-NDE150L-DGGNYW/260;;;AURIS;05;e11*01/116*0305*00;02;091;131;162335;001;NMTJC56E90;1584988
M1;2010-02-01;;01;CSFA3;L;20100201;2;;AA;;5;1585;2040;2040;4850;1840;1500;01;2360;125;4;;;Chrysler;4D SEBRING SEDAN 2.4 AUTOMATIC-CSFA3/277;;;SEBRING;05;e11*01/116*0143*02;01;398;211;207233;151;1C3ACB6K07;1585602
M1G;2010-01-19;;01;JCE8M;8H25;20100119;5;;AF;;5;2210;2750;2750;4750;1870;1740;02;2980;160;6;true;;Jeep;5D GRAND CHEROKEE 3.0 CRD AUTOMATIC-JCE8M-4X4/278;;;GRAND CHEROKEE;05;e4*01/116*0095*07;02;444;270;211366;088;1J8HCE8M78;1590383
M1;2010-02-26;;01;DGJC9;86;20100226;9;;AC;;5;2015;2520;2520;4580;1860;1760;02;2770;130;4;true;;Dodge;5D NITRO STW 2.8 CRD AUTOMATIC-DGJC9-4X4/276;;;NITRO;05;e4*01/116*0122*02;02;564;250;146718;904;1D8GUE8998;1605115
M1;2010-03-04;;01;ZNR20(R);ZNR11L-GRMEKW(1F);20100304;Y;;AF;;7;1455;2035;2035;4370;1770;1620;01;1790;95;4;;;Toyota;5D COROLLA VERSO MPV 1.8-ZNR11L-GRMEKW/275;;;COROLLA VERSO;05;e11*01/116*0222*05;01;410;184;123839;413;NMTER16RX0;1619114
M1;2010-01-28;;01;C;OY;20100128;6;4;AA;;5;1646;2130;2130;4800;1830;1480;01;3340;171;6;false;false;Hyundai;4D SONATA SEDAN 3.3 AUTOMATIC-E-41FP/273;;;SONATA;05;e11*01/116*0241*02;01;286;241;85016;457;KMHEU41FP7;1630877
M1;2010-01-15;;01;MHU38(W);MHU38L-AWXGKW(1C);20100115;8;;AF;;5;2075;2505;2505;4760;1850;1680;01;3310;155;6;;;Lexus;5D RX400H MPV 3.3 CVT-MHU38L-AWXGKW-4X4/272;;;RX400h;09;e6*01/116*0098*02;01;179;192;162859;411;JTJHW31U40;1636755
M1;2010-01-19;;01;S111;512BA;20100119;Y;;AA;;5;1507;1980;1980;4740;1810;1480;01;1990;106;4;;;Kia;4D MAGENTIS SALOON 2.0 AUTOMATIC-GE2223/272;;;MAGENTIS;05;e4*01/116*0100*03;01;286;191;98713;451;KNEGE22237;1669724
M1G;2010-01-29;;01;JK1F3;81;20100129;2;;AF;;5;1565;2010;2010;4410;1790;1660;01;2350;125;4;;;Jeep;5D PATRIOT MPV 2.4-JK1F3-4X4/264;;;PATRIOT;05;e11*01/116*0142*04;01;753;206;134997;041;1J8FFN8W68;1687204
M1;2010-02-17;;01;DTCAA;L;20100217;6;;AA;;5;1635;2040;2040;4850;1840;1500;02;1960;103;4;true;;Dodge;4D AVENGER SEDAN 2.0 CRD-DTCAA/277;;;AVENGER;05;e11*01/116*0143*02;02;398;170;130726;151;1B3ACC6A08;1739723
M1;2010-01-18;;01;AXF1B;05;20100118;8;;AF;;5;1350;1785;1785;4340;1790;1500;01;1360;110;4;true;;Fiat;5D BRAVO MULTIUSO 150 1.4TB-198AXF1B05/260;;;BRAVO;05;e3*01/116*0248*02;01;529;167;108857;211;ZFA1980000;1742994
M1;2010-03-04;;01;F5D21;M61BZ1;20100125;6;5;AF;1;5;1631;2155;2155;4550;1820;1650;02;1990;103;4;true;false;Kia;5D CARENS MPV 2.0CRDI-5-FG5242/270;;;CARENS;05;e4*01/116*0114*00;02;851;165;168156;954;KNEFG52427;1761154
M1;2010-03-03;;01;A;A01;20100303;2;;AF;;5;1167;1546;1546;4080;1690;1550;01;1380;65;4;;;Nissan;5D NOTE MPV 1.4-FAAE11/260;;;NOTE;05;e11*01/116*0268*01;01;581;150;87947;397;SJNFAAE11U;1776064
M1;2010-01-21;;01;AXF1B;05;20100121;8;;AF;;5;1350;1785;1785;4340;1790;1500;01;1360;110;4;true;;Fiat;5D BRAVO MULTIUSO 150 1.4TB-198AXF1B05/260;;;BRAVO;05;e3*01/116*0248*02;01;049;167;60809;027;ZFA1980000;1784170
M1;2010-09-10;;01;F5D21;M61BZ1;20100125;Y;4;AF;;5;1631;2155;2155;4550;1820;1650;02;1990;103;4;true;false;Kia;5D CARENS MPV 2.0CRDI-5-FG5242/270;;;CARENS;05;e4*01/116*0114*01;02;837;165;179039;338;KNEFG52428;1792456
M1;2010-01-25;;01;CSCAA;L;20100125;2;;AA;;5;1635;2040;2040;4850;1840;1500;02;1960;103;4;true;;Chrysler;4D SEBRING SEDAN 2.0 CRD-CSCAA/277;;;SEBRING;05;e11*01/116*0143*01;02;423;170;147385;214;1C3ACC6A27;1809648
M1;2010-01-04;;01;B;MX;20100104;Y;4;AA;;5;1538;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;4D SONATA SEDAN 2.4-E-41CP/273;;;SONATA;05;e11*01/116*0241*04;01;092;195;59504;013;KMHEU41CP8;1816101
M1;2010-02-11;;01;CSCAA;L;20100211;2;;AA;;5;1635;2040;2040;4850;1840;1500;02;1960;103;4;true;;Chrysler;4D SEBRING SEDAN 2.0 CRD-CSCAA/277;;;SEBRING;05;e11*01/116*0143*01;02;049;170;155643;021;1C3ACC6A57;1824901
M1G;2010-06-23;;01;B22AL1;NKAAA500;20071123;8;5;AC;;5;2185;2830;2830;4780;1900;1740;02;2980;140;6;true;;Mercedes-Benz;ML 280 CDI 4MATIC Farmari (AC) 5ov 2980cm3 A;2;;ML 280 CDI 4MATIC;05;e1*01/116*0315*02;02;092;249;182718;014;WDC1641201;1846979
M1;2010-01-07;;01;B;MX;20100107;Y;4;AA;;5;1538;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;4D SONATA SEDAN 2.4-E-41CP/273;;;SONATA;05;e11*01/116*0241*03;01;398;195;82749;156;KMHEU41CP8;1866282
M1G;2010-02-02;;01;JCE8M;8H25;20100202;0;;AF;;5;2210;2750;2750;4750;1870;1740;02;2980;160;6;true;;Jeep;5D GRAND CHEROKEE 3.0 CRD AUTOMATIC-JCE8M-4X4/278;;;GRAND CHEROKEE;05;e4*01/116*0095*07;02;531;270;197373;292;1J8HCE8M98;1896279
M1;2010-09-09;;01;MW66;MW6659??;20080726;8;5;AC;;5;1476;1960;1960;4520;1770;1440;01;2430;103;5;false;false;Volvo;5D V50 STW 2.4 AUTOMATIC-MW6659/264;2;;V50;05;e4*01/116*0076*12;01;016;217;130315;172;YV1MW66598;1900571
M1G;2010-01-19;;01;W431;54654;20100119;0;;AF;;5;2065;2640;2640;4590;1870;1730;02;2490;125;4;true;;Kia;5D SORENTO SUV 2.5CRDI-JC5245-4X4/271;;;SORENTO;05;e9*98/14*0045*13;02;179;209;194998;406;KNEJC52457;1906681
M1;2010-09-09;;01;F7P11;M51BZ1;20100909;Y;;AF;;7;1547;2135;2135;4550;1820;1650;01;1990;106;4;;;Kia;5D CARENS MPV 2.0-7-FG5212/270;;;CARENS;05;e4*01/116*0114*00;01;224;201;155638;036;KNEFG52127;1906937
M1;2010-01-12;;01;S111;512BA;20100112;Y;;AA;;5;1507;1980;1980;4740;1810;1480;01;1990;106;4;;;Kia;4D MAGENTIS SALOON 2.0 AUTOMATIC-GE2223/272;;;MAGENTIS;05;e4*01/116*0100*03;01;050;191;93981;275;KNEGE22237;1907147
M1;2010-01-20;;01;CSFA3;L;20100120;2;;AA;;5;1585;2040;2040;4850;1840;1500;01;2360;125;4;;;Chrysler;4D SEBRING SEDAN 2.4 AUTOMATIC-CSFA3/277;;;SEBRING;05;e11*01/116*0143*02;01;908;211;115026;376;1C3ACB6K37;1908574
M1;2010-04-09;;01;CSCAA;L;20100409;Y;;AA;;5;1635;2040;2040;4850;1840;1500;02;1960;103;4;true;;Chrysler;4D SEBRING SEDAN 2.0 CRD-CSCAA/277;;;SEBRING;05;e11*01/116*0143*02;02;186;170;221896;044;1C3ACC6A47;1909900
M1G;2010-01-19;;01;JCE8M;8H25;20100119;5;;AF;;5;2210;2750;2750;4750;1870;1740;02;2980;160;6;true;;Jeep;5D GRAND CHEROKEE 3.0 CRD AUTOMATIC-JCE8M-4X4/278;;;GRAND CHEROKEE;05;e4*01/116*0095*07;02;609;270;109626;287;1J8HCE8M48;1919459
M1;2010-01-28;;01;C21S;MT;20100128;8;;AA;;5;1240;1610;1610;4490;1730;1550;01;1580;79;4;;;Suzuki;4D SX4 SEDAN 1.6-GYC21S/250;;;SX4;05;e4*01/116*0124*01;01;444;165;88594;085;JSAGYC21S0;1928391
M1;2010-02-03;;01;DGJC9;86;20100203;6;;AC;;5;2015;2520;2520;4580;1860;1760;02;2770;130;4;true;;Dodge;5D NITRO STW 2.8 CRD AUTOMATIC-DGJC9-4X4/276;;;NITRO;05;e4*01/116*0122*01;02;680;250;126984;212;1D8GUE8968;1936779
M1;2010-01-05;;01;S111;512BA;20100105;8;4;AA;;5;1507;1980;1980;4740;1810;1480;01;1990;106;4;false;false;Kia;4D MAGENTIS SALOON 2.0 AUTOMATIC-GE2223/272;2;;MAGENTIS;05;e4*01/116*0100*02;01;481;191;117027;212;KNEGE22236;1945735
M1;2010-05-29;;01;ZNR20(R);ZNR11L-GRMEKW(1F);20100529;Y;;AF;;7;1455;2035;2035;4370;1770;1620;01;1790;95;4;;;Toyota;5D COROLLA VERSO MPV 1.8-ZNR11L-GRMEKW/275;;;COROLLA VERSO;05;e11*01/116*0222*05;01;481;184;93028;212;NMTER16R20;1952364
M1G;2010-01-04;;01;JK1F3;72;20100104;2;;AF;;5;1565;2010;2010;4410;1790;1660;01;2350;125;4;;;Jeep;5D PATRIOT MPV 2.4-JK1F3-4X4/264;;;PATRIOT;05;e11*01/116*0142*04;01;837;206;86398;335;1J8FFN8W67;1977724
M1;2010-01-28;;01;NDE150(G);NDE150L-DGGNYW(1A);20100128;8;;AB;;5;1360;1760;1760;4220;1760;1520;02;1360;66;4;true;;Toyota;2D AURIS HATCHBACK 1.4 D-4D AUTOM-NDE150L-DGGNYW/260;;;AURIS;05;e11*01/116*0305*00;02;398;131;273303;151;NMTJC56E60;1998494
M1;2010-01-15;;01;C21S;MT;20100115;8;4;AA;;5;1240;1610;1610;4490;1730;1550;01;1580;79;4;false;false;Suzuki;4D SX4 SEDAN 1.6-GYC21S/250;;;SX4;05;e4*01/116*0124*01;01;444;165;160298;081;JSAGYC21S0;2001854
M1;2010-09-14;;01;1;2;20080313;8;5;AF;1;5;1604;2080;2080;4520;1820;1680;01;1990;110;4;false;false;Honda;5D CR-V 2.0I MPV AUTOMATIC-RE58-4X4/263;2;;CR-V;05;e11*01/116*0301*00;01;946;195;119287;666;SHSRE58507;2011458
M1;2010-01-26;;01;C;OY;20100126;Y;;AA;;5;1646;2130;2130;4800;1830;1480;01;3340;171;6;;;Hyundai;4D SONATA SEDAN 3.3 AUTOMATIC-E-41FP/273;;;SONATA;05;e11*01/116*0241*02;01;434;241;156782;079;KMHEU41FP7;2025459
M1G;2010-03-01;;01;JK1F3;81;20100301;6;;AF;;5;1565;2010;2010;4410;1790;1660;01;2350;125;4;;;Jeep;5D PATRIOT MPV 2.4-JK1F3-4X4/264;;;PATRIOT;05;e11*01/116*0142*04;01;781;206;74017;197;1J8FFN8W78;2026297
M1;2010-01-20;;01;F5F;A502;20100120;6;;AC;;5;1570;2060;2060;4670;1800;1530;01;1990;110;4;true;;Saab;5D 9-3 WAGON 2.0 AUTOMATIC-F-59F/268;;;9-3;05;e4*01/116*0065*16;01;286;214;118594;451;YS3FB59F98;2063596
M1;2010-05-03;;01;E5;M04;20011129;0;5;AC;1;5;1660;2130;2130;4830;1790;;01;2290;136;;true;false;Saab;5D 9-5 ESTATE 2.3-E-55E/270;1;5;9-5;05;e11*96/27*0073*10;01;790;229;230268;382;YS3ED55E52;2065641
M1;2010-01-28;;05;C;OY;20100128;2;;AA;;5;1646;2130;2130;4800;1830;1480;01;3340;171;6;;;Hyundai;4D SONATA SEDAN 3.3 AUTOMATIC-E-41FP/273;;;SONATA;05;e11*01/116*0241*02;01;609;241;199667;281;KMHEU41FP8;2067731
M1G;2010-02-09;;01;JK1F3;81;20100209;2;;AF;;5;1565;2010;2010;4410;1790;1660;01;2350;125;4;;;Jeep;5D PATRIOT MPV 2.4-JK1F3-4X4/264;;;PATRIOT;05;e11*01/116*0142*04;01;091;206;142649;;1J8FFN8W68;2075799
M1G;2010-01-13;;01;JK1F3;72;20100113;2;;AF;;5;1565;2010;2010;4410;1790;1660;01;2350;125;4;;;Jeep;5D PATRIOT MPV 2.4-JK1F3-4X4/264;;;PATRIOT;05;e11*01/116*0142*04;01;098;206;61428;158;1J8FFN8WX7;2086614
M1;2010-03-02;;01;PT11;AB;20100302;8;;AC;;5;1665;2190;2190;4840;1850;1490;01;1990;125;4;;;BMW;5D 520I TOURING AUTOMATIC-PT11/289;;;520i;05;e1*01/116*0230*11;01;837;167;190083;338;WBAPT11010;2099476
M1;2010-01-18;;01;DTDAE;L;20100118;6;4;AA;;5;1595;2040;2040;4850;1840;1500;01;2730;137;6;false;false;Dodge;4D AVENGER SEDAN 2.7 AUTOMATIC-DTDAE/277;2;;AVENGER;05;e11*01/116*0143*03;01;680;236;33779;212;1B3ACF6RX8;2115324
M1;2010-01-28;;01;C;OY;20100128;2;;AA;;5;1646;2130;2130;4800;1830;1480;01;3340;171;6;;;Hyundai;4D SONATA SEDAN 3.3 AUTOMATIC-E-41FP/273;;;SONATA;05;e11*01/116*0241*02;01;286;241;101165;468;KMHEU41FP7;2124855
M1G;2010-01-25;;01;JCE8M;8H25;20100125;5;;AF;;5;2210;2750;2750;4750;1870;1740;02;2980;160;6;true;;Jeep;5D GRAND CHEROKEE 3.0 CRD AUTOMATIC-JCE8M-4X4/278;;;GRAND CHEROKEE;05;e4*01/116*0095*07;02;734;270;150012;251;1J8HCE8M48;2139477
M1;2010-01-26;;01;C;OY;20100126;8;;AA;;5;1646;2130;2130;4800;1830;1480;01;3340;171;6;;;Hyundai;4D SONATA SEDAN 3.3 AUTOMATIC-E-41FP/273;;;SONATA;05;e11*01/116*0241*02;01;286;241;111173;468;KMHEU41FP7;2148716
M1G;2010-01-27;;01;JK1F3;81;20100127;0;;AF;;5;1565;2010;2010;4410;1790;1660;01;2350;125;4;;;Jeep;5D PATRIOT MPV 2.4-JK1F3-4X4/264;;;PATRIOT;05;e11*01/116*0142*04;01;853;206;100966;203;1J8FFN8W98;2156879
M1;2010-05-20;;01;F5D21;M61BZ1;20100520;8;;AF;;5;1631;2155;2155;4550;1820;1650;02;1990;103;4;true;;Kia;5D CARENS MPV 2.0CRDI-5-FG5242/270;;;CARENS;05;e4*01/116*0114*00;02;678;165;106949;921;KNEFG52427;2158250
M1;2010-06-07;;01;CSCAA;L;20100607;Y;;AA;;5;1635;2040;2040;4850;1840;1500;02;1960;103;4;true;;Chrysler;4D SEBRING SEDAN 2.0 CRD-CSCAA/277;;;SEBRING;05;e11*01/116*0143*02;02;202;170;144787;207;1C3ACC6A27;2164044
M1;2010-02-11;;01;CSCAA;L;20100211;2;;AA;;5;1635;2040;2040;4850;1840;1500;02;1960;103;4;true;;Chrysler;4D SEBRING SEDAN 2.0 CRD-CSCAA/277;;;SEBRING;05;e11*01/116*0143*01;02;301;170;144187;613;1C3ACC6A97;2167638
M1;2010-01-26;;01;ACA30(W);ACA30L-AWMGKW(3C);20100126;Y;;AF;;5;1540;2070;2070;4320;1820;1690;01;1990;112;4;;;Toyota;5D RAV4 MPV 2.0-ACA30L-AWMGKW-4X4/256;;;RAV4;05;e6*01/116*0105*02;01;935;202;37798;498;JTMBH31V30;2176084
M1G;2010-02-22;;01;W431;54654;20100125;8;5;AF;;5;2065;2640;2640;4590;1870;1730;02;2490;125;4;true;false;Kia;5D SORENTO SUV 2.5CRDI-JC5245-4X4/271;1;5;SORENTO;05;e9*98/14*0045*13;02;851;209;150773;955;KNEJC52457;2182621
M1G;2010-01-22;;01;W431;54654;20100122;0;;AF;;5;2065;2640;2640;4590;1870;1730;02;2490;125;4;true;;Kia;5D SORENTO SUV 2.5CRDI-JC5245-4X4/271;;;SORENTO;05;e9*98/14*0045*13;02;286;209;142431;469;KNEJC52457;2183886
M1;2010-03-01;;01;B5P51;M53BZ1;20100301;4;;AF;;5;1341;1770;1770;4240;1790;1480;01;1970;105;4;;;Kia;5D CEED MPV 2.0-FF2432/265;;;CEED;05;e4*01/116*0121*03;01;609;170;114016;282;U5YFF24328;2191341
M1;2010-05-11;;01;CSDAE;L;20100511;6;;AA;;5;1595;2040;2040;4850;1840;1500;01;2730;137;6;;;Chrysler;4D SEBRING SEDAN 2.7 AUTOMATIC-CSDAE/277;;;SEBRING;05;e11*01/116*0143*03;01;092;236;173769;014;1C3ACF6R58;2210737
M1;2010-06-08;;01;B5P41;M52CZ1;20100608;Y;;AF;;5;1268;1720;1720;4250;1780;1480;01;1590;89;4;;;Hyundai;5D I 30 MPV 1.6-D-51DP/265;;;i 30;05;e11*01/116*0313*03;01;092;152;93526;014;KMHDC51DP8;2233575
M1;2010-03-29;;01;CSDAE;L;20100329;2;;AA;;5;1595;2040;2040;4850;1840;1500;01;2730;137;6;;;Chrysler;4D SEBRING SEDAN 2.7 AUTOMATIC-CSDAE/277;;;SEBRING;05;e11*01/116*0143*03;01;049;236;133587;022;1C3ACF6RX8;2234409
M1G;2010-02-18;;01;C;C01;20100218;8;;AF;;5;1619;2050;2050;4630;1790;1680;01;2480;124;4;;;Nissan;5D X-TRAIL MPV 2.5-TANT31-4X4/263;;;X-TRAIL;05;e1*01/116*0432*00;01;564;230;89203;904;JN1TANT31U;2243217
M1;2010-09-17;;01;SW52;SW5244??;20041104;8;5;AC;1;5;1751;2220;2220;4720;1800;1462;01;2521;220;5;true;false;Volvo;5D V70 R STW 2.5 TURBO-SW5244-4X4/276;1;6;V70;05;e4*2001/116*0040*11;01;837;256;209551;332;YV1SW52445;2244248
M1;2010-01-11;;01;CSFA3;L;20100111;2;;AA;;5;1585;2040;2040;4850;1840;1500;01;2360;125;4;;;Chrysler;4D SEBRING SEDAN 2.4 AUTOMATIC-CSFA3/277;;;SEBRING;05;e11*01/116*0143*02;01;245;211;51587;042;1C3ACB6KX7;2253718
M1G;2010-03-19;;01;JCE8M;8H25;20100319;Y;;AF;;5;2210;2750;2750;4750;1870;1740;02;2980;160;6;true;;Jeep;5D GRAND CHEROKEE 3.0 CRD AUTOMATIC-JCE8M-4X4/278;;;GRAND CHEROKEE;05;e4*01/116*0095*07;02;182;270;158248;421;1J8HCE8M48;2255943
M1;2010-04-30;;01;DTNAB;L;20100430;6;;AA;;5;1555;2040;2040;4850;1840;1500;01;1990;115;4;;;Dodge;4D AVENGER SEDAN 2.0-DTNAB/277;;;AVENGER;05;e11*01/116*0143*02;01;049;185;110160;027;1B3ACN6B78;2262131
M1;2010-05-31;;01;F7D11;M52AZ1;20100125;8;4;AF;;7;2168;2900;2900;4810;1990;1820;02;2900;136;4;true;false;Kia;5D CARNIVAL MPV 2.9CRDI-MB7542/289;;;CARNIVAL;05;e4*01/116*0112*00;02;927;206;290701;031;KNEMB75427;2275366
M1;2010-06-14;;01;ZNR20(R);ZNR11L-GRMEKW(1F);20100614;Y;;AF;;7;1455;2035;2035;4370;1770;1620;01;1790;95;4;;;Toyota;5D COROLLA VERSO MPV 1.8-ZNR11L-GRMEKW/275;;;COROLLA VERSO;05;e11*01/116*0222*05;01;232;184;121977;618;NMTER16R20;2288315
M1;2010-01-20;;01;B;NX;20100120;Y;4;AA;;5;1546;2030;2030;4800;1830;1480;01;2350;118;4;false;false;Hyundai;4D SONATA SEDAN 2.4 AUTOMATIC-E-41CP/273;;;SONATA;05;e11*01/116*0241*04;01;092;205;103146;012;KMHEU41CP8;2302319
M1;2010-03-02;;01;DGJC9;86;20100302;2;;AC;;5;2015;2520;2520;4580;1860;1760;02;2770;130;4;true;;Dodge;5D NITRO STW 2.8 CRD AUTOMATIC-DGJC9-4X4/276;;;NITRO;05;e4*01/116*0122*02;02;092;250;93261;013;1D8GUE8968;2302681
