ajoneuvoluokka;ensirekisterointipvm;ajoneuvoryhma;ajoneuvonkaytto;variantti;versio;kayttoonottopvm;vari;ovienLukumaara;korityyppi;ohjaamotyyppi;istumapaikkojenLkm;omamassa;teknSuurSallKokmassa;tieliikSuurSallKokmassa;ajonKokPituus;ajonLeveys;ajonKorkeus;kayttovoima;iskutilavuus;suurinNettoteho;sylintereidenLkm;ahdin;sahkohybridi;merkkiSelvakielinen;mallimerkinta;vaihteisto;vaihteidenLkm;kaupallinenNimi;voimanvalJaTehostamistapa;tyyppihyvaksyntanro;yksittaisKayttovoima;kunta;Co2;matkamittarilukema;alue;valmistenumero2;jarnro
M1;2010-01-21;;01;144;2;20090720;2;4;AB;;5;1055;1520;;3905;1695;1475;02;1399;50;4;true;;Mazda;2 Viistoperä (AB) 4ov 1399cm3;1;5;2;05;e13*01/116*0254*02;02;109;114;189712;133;JMZDE14420;3238182
M1;2010-01-13;;01;144;2;20090720;8;4;AB;;5;1055;1520;1520;3905;1695;1475;02;1399;50;4;true;false;Mazda;2 Viistoperä (AB) 4ov 1399cm3;1;5;2;05;e13*01/116*0254*02;02;837;114;114050;332;JMZDE14420;3238185
M1;2010-02-17;;01;893;6;20100217;9;;AC;;5;1770;2270;2270;4680;1870;1650;01;2260;191;4;true;;Mazda;CX-7 Farmari (AC) 2260cm3;;;CX-7;05;e11*01/116*0308*00;01;915;243;118086;786;JMZER89360;3238197
M1;2010-02-17;;01;893;6;20100217;2;;AC;;5;1770;2270;2270;4680;1870;1650;01;2260;191;4;true;;Mazda;CX-7 Farmari (AC) 2260cm3;;;CX-7;05;e11*01/116*0308*00;01;092;243;143932;016;JMZER89360;3238199
M1;2010-02-23;;01;893;6;20100223;2;;AC;;5;1770;2270;2270;4680;1870;1650;01;2260;191;4;true;;Mazda;CX-7 Farmari (AC) 2260cm3;;;CX-7;05;e11*01/116*0308*00;01;322;243;124588;258;JMZER89360;3238200
M1;2010-01-16;;01;12D;6;20100116;8;4;AA;;5;1500;2035;;4755;1795;1440;02;1998;103;4;true;;Mazda;6 Sedan (AA) 4ov 1998cm3;1;6;6;05;e1*01/116*0448*02;02;205;147;261576;879;JMZGH12D60;3238209
M1;2010-02-16;;01;XXD1B;ABL;20100216;8;;AC;;9;1930;2805;2805;5140;1900;1880;02;1990;100;4;true;;Fiat;SCUDO Farmari (AC) 1990cm3;;;SCUDO;05;e2*01/116*0351*01;02;564;200;157711;904;ZFA2700006;3238511
M1;2010-01-12;;01;AXB1B;02E;20100112;1;4;AF;;5;1595;2040;;4783;1775;1623;02;1910;88;4;true;;Fiat;CROMA Monikäyttöajoneuvo (AF) 4ov 1910cm3;1;6;CROMA;05;e3*01/116*0210*06;02;837;157;80350;332;ZFA1940000;3238601
M1;2010-02-03;;01;LV3;137;20090519;0;4;AA;;5;1645;2055;2055;4815;1810;1450;02;1991;110;4;true;false;Chevrolet;EPICA Sedan (AA) 4ov 1991cm3 A;2;6;EPICA;05;e4*01/116*0068*17;02;433;197;349014;126;KL1LA69RJ9;3239170
M1;2010-01-05;;01;LV3;137;20100105;0;4;AA;;5;1645;2055;;4815;1810;1450;02;1991;110;4;true;;Chevrolet;EPICA Sedan (AA) 4ov 1991cm3 A;2;6;EPICA;05;e4*01/116*0068*15;02;734;206;257437;242;KL1LA69RJ9;3239177
M1;2010-03-25;;01;LV3;137;20100325;Y;4;AA;;5;1645;2055;;4815;1810;1450;02;1991;110;4;true;;Chevrolet;EPICA Sedan (AA) 4ov 1991cm3 A;2;6;EPICA;05;e4*01/116*0068*15;02;092;206;356413;013;KL1LA69RJ9;3239184
M1;2010-03-05;;01;ACCBABX1;AA6AA69M023NDST7MB;20090407;8;4;AC;;5;1679;2260;;4520;1809;1706;02;1968;103;4;true;;Volkswagen;TIGUAN Farmari (AC) 4ov 1968cm3 A;2;6;TIGUAN;05;e1*01/116*0450*04;02;285;199;173991;484;WVGZZZ5NZ9;3239336
M1;2010-06-02;;01;CZ421;AAAAA5A5A;20100602;8;4;AA;;5;1635;2040;;4505;1810;1480;01;1998;217;4;true;;Mitsubishi;LANCER EVOLUTION Sedan (AA) 4ov 1998cm3;1;5;LANCER EVOLUTION;05;e1*01/116*0465*01;01;109;243;28643;145;JMBSNCZ4A9;3239510
M1;2010-09-02;;01;CZ421;AAAAA5A5A;20100902;8;4;AA;;5;1635;2040;;4505;1810;1480;01;1998;217;4;true;;Mitsubishi;LANCER EVOLUTION Sedan (AA) 4ov 1998cm3;1;5;LANCER EVOLUTION;05;e1*01/116*0465*01;01;837;243;92603;332;JMBSNCZ4A9;3239512
M1;2010-09-17;;01;CZ421;ABAAB6A5A;20100917;0;4;AA;;5;1665;2040;;4505;1810;1480;01;1998;217;4;true;;Mitsubishi;LANCER EVOLUTION Sedan (AA) 4ov 1998cm3 A;2;6;LANCER EVOLUTION;05;e1*01/116*0465*01;01;481;250;122541;212;JMBSMCZ4A9;3239521
M1G;2010-04-01;;01;JK5FA;71;20091001;2;4;AF;;5;1645;2010;;4408;1785;1667;02;1968;103;4;true;;Jeep;PATRIOT Monikäyttöajoneuvo (AF) 4ov 1968cm3;1;6;PATRIOT;05;e11*01/116*0142*05;02;560;180;143832;162;1J8FFC8Y58;3239600
M1;2010-04-26;;01;UR31;AA;20100426;9;2;AD;;4;1450;1815;;4360;1748;1423;02;1995;130;4;true;;BMW;120d Coupé (AD) 2ov 1995cm3;1;6;120d;05;e1*01/116*0352*03;02;698;128;93644;964;WBAUR31040;3239689
M1;2010-07-15;;01;ACCAXAX0;FD7FD7AM006N0GGN1;20080822;8;4;AC;;5;1301;1840;1840;4304;1759;1499;01;1390;90;4;true;false;Volkswagen;GOLF Farmari (AC) 4ov 1390cm3 A;2;7;GOLF;05;e1*01/116*0242*24;01;091;139;60467;006;WVWZZZ1KZ9;3240154
M1;2010-03-12;;01;B5D21;A43AZ1;20100312;Y;4;AF;;5;1373;1840;;4245;1775;1480;02;1582;84;4;true;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1582cm3 A;2;4;i 30;05;e11*01/116*0313*06;02;091;155;140858;009;KMHDC51TP8;3240245
M1;2010-01-05;;01;B5D21;A43AZ1;20100105;Y;4;AF;;5;1373;1840;;4245;1775;1480;02;1582;84;4;true;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1582cm3 A;2;4;i 30;05;e11*01/116*0313*06;02;858;155;89652;043;KMHDC51TP8;3240248
M1;2010-01-14;;01;B5D21;A43AZ1;20100114;6;4;AF;;5;1373;1840;;4245;1775;1480;02;1582;84;4;true;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1582cm3 A;2;4;i 30;05;e11*01/116*0313*06;02;049;155;119547;022;KMHDC51TP8;3240299
M1;2010-03-30;;01;B5D21;A43AZ1;20100330;Y;4;AF;;5;1373;1840;;4245;1775;1480;02;1582;84;4;true;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1582cm3 A;2;4;i 30;05;e11*01/116*0313*06;02;849;155;125013;693;KMHDC51TP8;3240300
M1;2010-01-05;;01;F5D11;M54AZ1;20100105;9;4;AF;;5;1409;1920;1920;4475;1775;1565;02;1582;66;4;true;false;Hyundai;i 30 CW Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30 CW;05;e11*01/116*0313*06;02;074;128;279794;695;KMHDB81TP8;3240355
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;6;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;577;120;99149;215;VF34C9HXC5;3240492
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;6;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;908;120;152282;376;VF34C9HXC5;3240493
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;0;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;853;120;68954;203;VF34C9HXC5;3240496
M1;2010-01-08;;01;4C9HX*;4C9HXC/1;20100108;2;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;071;120;199430;866;VF34C9HXC5;3240499
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;2;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;494;120;158503;915;VF34C9HXC5;3240501
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;420;120;136704;791;VF34C9HXC5;3240508
M1;2010-01-19;;01;F4F;M507;20100119;Y;4;AA;;5;1495;1960;1960;4647;1802;1459;01;1998;110;4;true;false;Saab;9-3 Sedan (AA) 4ov 1998cm3;1;5;9-3;05;e4*01/116*0065*19;01;153;178;81414;557;YS3FB45F38;3240846
M1;2010-01-29;;01;F5F;M502;20100129;8;4;AC;;5;1535;2030;;4670;1802;1543;01;1998;110;4;true;;Saab;9-3 Farmari (AC) 4ov 1998cm3;1;5;9-3;05;e4*01/116*0065*19;01;109;184;145706;136;YS3FF55F28;3240848
M1;2010-05-24;;01;AACAWBX0;FA6FA69G098ST0GG;20100524;6;4;AA;;4;1528;1970;;4886;1855;1417;01;1984;147;4;true;;Volkswagen;PASSAT CC Sedan (AA) 4ov 1984cm3 A;2;6;PASSAT CC;05;e1*01/116*0468*01;01;405;199;81728;539;WVWZZZ3CZ9;3240987
M1;2010-01-27;;01;RDRHR*;RDRHRH;20100127;0;4;AA;;5;1683;2155;;4779;1853;1483;02;1997;100;4;true;;Citroen;C5 Sedan (AA) 4ov 1997cm3;1;6;C5;05;e2*01/116*0360*03;02;016;157;225889;172;VF7RDRHRH5;3241108
M1;2010-01-26;;01;O22AK1;NZAAA500;20100126;9;5;AC;;5;2250;2840;2840;4938;1930;1665;02;2987;140;6;true;false;Mercedes-Benz;R  280  CDI  4MATIC Farmari (AC) 5ov 2987cm3 A;2;7;R  280  CDI  4MATIC;05;e1*01/116*0341*05;02;205;246;163915;878;WDC2510201;3241132
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;6;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;092;120;127854;014;VF34C9HXC5;3241441
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;202;120;76355;207;VF34C9HXC5;3241442
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;0;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;853;120;120984;207;VF34C9HXC5;3241443
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;977;120;62424;847;VF34C9HXC5;3241444
M1;2010-01-26;;01;4C9HX*;4C9HXC/1;20100126;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;609;120;43599;281;VF34C9HXC5;3241446
M1;2010-01-20;;01;4C9HX*;4C9HXC/1;20100120;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;680;120;181979;212;VF34C9HXC5;3241449
M1;2010-01-29;;01;BBN8C;81;20100129;0;;AB;;5;1395;1890;1890;4420;1800;1540;01;1790;110;4;;;Dodge;CALIBER Viistoperä (AB) 1790cm3;;;CALIBER;05;e11*01/116*0142*05;01;564;177;78566;904;1B3HBN8C38;3241460
M1;2010-01-25;;01;KGB10(G);KGB10L-AGMGKW(1F);20100125;Y;2;AB;;4;895;1180;;3410;1615;1465;01;998;50;3;false;;Toyota;AYGO Viistoperä (AB) 2ov 998cm3;1;5;AYGO;05;e11*01/116*0236*05;01;049;108;104133;023;JTDJG10CX0;3242193
M1;2010-11-08;;01;SH5;530;20080829;Y;4;AC;1;5;1550;2015;2015;4560;1780;1700;01;1994;110;4;false;false;Subaru;FORESTER Farmari (AC) 4ov 1994cm3 A;2;4;FORESTER;12;e13*01/116*0982*00;01;091;199;180209;009;JF1SH5LS59;3242232
M1;2010-03-03;;01;BPD;0S0;20100303;Y;4;AC;;5;1585;2000;;4720;1730;1470;02;1998;110;4;true;;Subaru;LEGACY Farmari (AC) 4ov 1998cm3;1;5;LEGACY;12;e1*01/116*0228*08;02;441;151;162894;545;JF1BPDLY38;3242242
M1;2010-04-30;;01;1;4;20100430;6;4;AA;;5;1269;1675;;4545;1750;1435;01;1799;103;4;;;Honda;CIVIC 4DR Sedan (AA) 4ov 1799cm3;1;6;CIVIC 4DR;05;e11*01/116*0294*01;01;598;156;79519;686;NLAFD75508;3242539
M1;2010-07-16;;01;SCDLAQ1;QM62Q023R8P817MB;20081121;9;4;AC;;5;1570;2055;2055;4443;1765;1423;01;1984;195;4;true;false;Audi;S3 Farmari (AC) 4ov 1984cm3;1;6;S3;05;e1*01/116*0217*20;01;091;201;110991;002;WAUZZZ8P49;3243343
M1;2010-06-09;;01;AACBABX0;FD6FD62E018ST7MB;20100609;8;4;AA;;4;1560;1980;;4886;1855;1417;02;1968;103;4;true;;Volkswagen;PASSAT CC Sedan (AA) 4ov 1968cm3 A;2;6;PASSAT CC;05;e1*01/116*0468*01;02;598;163;140421;686;WVWZZZ3CZ9;3243495
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;6;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;092;120;132402;012;VF34C9HXC5;3243774
M1;2010-01-22;;01;4C9HX*;4C9HXC/1;20100122;8;4;AB;;5;1378;1804;1804;4276;1821;1519;02;1560;66;4;true;false;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;020;120;164479;378;VF34C9HXC5;3243776
M1;2010-01-15;;01;4C9HX*;4C9HXC/1;20100115;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;837;120;188752;337;VF34C9HXC5;3243777
M1;2010-01-08;;01;4C9HX*;4C9HXC/1;20100108;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;635;120;76804;369;VF34C9HXC5;3243778
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;0;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;980;120;149173;334;VF34C9HXC5;3243779
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;0;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;049;120;127393;027;VF34C9HXC5;3243780
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;0;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;445;120;131159;216;VF34C9HXC5;3243781
M1;2010-01-15;;01;4C9HX*;4C9HXC/1;20100115;2;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;217;120;98844;691;VF34C9HXC5;3243782
M1;2010-01-22;;01;4C9HX*;4C9HXC/1;20100122;2;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;434;120;244193;079;VF34C9HXC5;3243783
M1;2010-01-11;;01;4C9HX*;4C9HXC/1;20100111;2;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;405;120;93371;541;VF34C9HXC5;3243784
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;2;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;536;120;157619;372;VF34C9HXC5;3243785
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;433;120;164164;126;VF34C9HXC5;3243788
M1;2010-01-04;;01;4C9HX*;4C9HXC/1;20100104;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;434;120;98845;079;VF34C9HXC5;3243789
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;049;120;97100;029;VF34C9HXC5;3243790
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;165;120;161896;142;VF34C9HXC5;3243791
M1;2010-01-27;;01;4C9HX*;4C9HXC/1;20100127;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;260;120;215817;825;VF34C9HXC5;3243794
M1;2010-01-11;;01;4C5FW*;4C5FWC;20100111;6;;AB;;5;1362;1815;1815;4280;1830;1430;01;1590;88;4;;;Peugeot;308 Viistoperä (AB) 1590cm3;;;308;05;e2*01/116*0362*00;01;061;159;91645;301;VF34C5FWC5;3243810
M1;2010-02-08;;01;TS79;TS793200;20030617;6;4;AA;;5;1655;2080;2080;4850;1830;1450;02;2400;120;5;true;false;Volvo;S80 Sedan (AA) 4ov 2400cm3;1;5;S80;05;e9*2001/116*0028*12;02;071;172;346243;866;YV1TS79324;3244231
M1;2010-01-25;;01;VAB2;4F13;20051223;6;2;AD;;4;1735;2110;2110;4780;1830;1300;01;4190;218;8;false;;Jaguar;XK Coupé (AD) 2ov 4190cm3 A;2;;XK;05;e11*95/54*0061*08;01;593;284;187574;761;SAJAA41P86;3244671
M1;2010-02-12;;01;PY71;AB;20081020;8;4;AC;1;5;1855;2360;2360;4840;1850;1490;02;2990;173;6;true;false;BMW;530xd Farmari (AC) 2990cm3;;;530xd;05;e1*01/116*0322*05;02;418;192;251584;338;WBAPY71050;3245397
M1G;2010-07-19;;01;PD91;AL;20080806;1;4;AC;;5;1960;2355;2355;4569;1853;1674;02;2993;160;6;true;false;BMW;X3 3.0d Farmari (AC) 4ov 2993cm3 A;2;6;X3 3.0d;05;e1*01/116*0249*10;02;205;206;205694;879;WBAPD91050;3245417
M1;2010-02-19;;01;RS61;RS61P2;20001229;Y;4;AA;1;5;1548;1980;1980;4580;1800;1430;01;2430;125;5;false;false;Volvo;S60 Sedan (AA) 4ov 2430cm3;1;5;S60;05;E9*98/14*0036*00;01;905;208;241594;651;YV1RS61P21;3245491
M1;2010-01-07;;01;AOBA1G;5BLBNT;20100107;6;4;AC;;5;1496;2200;;4954;1886;1548;01;1999;107;4;false;;Ford;MONDEO Farmari (AC) 4ov 1999cm3;1;5;MONDEO;05;e13*01/116*0249*06;01;297;189;98539;733;WF0GXXGBBG;3245812
M1;2010-11-15;;01;G6DB1X;4NLBP6;20090922;2;2;AE;;4;1608;2045;2045;4595;1834;1456;02;1997;100;4;true;false;Ford;FOCUS Avoauto (AE) 2ov 1997cm3;1;6;FOCUS;05;e13*01/116*0157*10;02;049;156;146596;021;WF0XXXLUDX;3246406
M1;2010-03-29;;01;RWRFJ*;RWRFJF;20091001;6;4;AC;;5;1694;2224;2224;4829;1853;1471;01;1997;103;4;false;false;Citroen;C5 Farmari (AC) 4ov 1997cm3 A;2;4;C5;05;e2*01/116*0360*01;01;244;214;144068;904;VF7RWRFJF5;3246528
M1;2010-10-07;;01;RS52;RS52X700;20031020;8;4;AA;;5;1710;2110;2110;4750;1810;1430;01;2520;220;5;true;false;Volvo;S60 Sedan (AA) 4ov 2520cm3 A;2;;S60;05;e9*2001/116*0036*07;01;092;266;173394;015;YV1RS52X74;3246724
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;0;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;837;120;152216;335;VF34C9HXC5;3247044
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;2;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;286;120;168643;468;VF34C9HXC5;3247045
M1;2010-01-19;;01;4C9HX*;4C9HXC/1;20100119;8;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;578;120;184528;883;VF34C9HXC5;3247049
M1;2010-02-05;;01;4C5FW*;4C5FWC;20100205;6;;AB;;5;1362;1815;1815;4280;1830;1430;01;1590;88;4;;;Peugeot;308 Viistoperä (AB) 1590cm3;;;308;05;e2*01/116*0362*00;01;049;159;81612;021;VF34C5FWC5;3247058
M1;2010-01-28;;01;BL11;1A15ANXHGG5;20100128;Y;4;AB;;5;1340;1830;;4288;1753;1460;02;1248;66;4;true;;Opel;ASTRA Viistoperä (AB) 4ov 1248cm3;1;6;ASTRA;05;e1*01/116*0261*14;02;849;130;99280;693;W0L0AHL488;3248094
M1;2010-03-23;;01;F5W;M603;20100323;8;4;AC;;5;1610;2100;;4670;1802;1543;02;1910;110;4;true;;Saab;9-3 Farmari (AC) 4ov 1910cm3;1;6;9-3;05;e4*01/116*0065*20;02;286;157;145096;451;YS3FF56W59;3248104
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;2;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;091;120;157414;009;VF34C9HXC5;3248319
M1;2010-01-11;;01;4C9HX*;4C9HXC/1;20100111;2;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;536;120;167433;371;VF34C9HXC5;3248321
M1;2010-01-29;;01;4C9HX*;4C9HXC/1;20100129;2;4;AB;;5;1378;1804;;4276;1821;1519;02;1560;66;4;true;;Peugeot;308 Viistoperä (AB) 4ov 1560cm3;1;5;308;05;e2*01/116*0362*04;02;777;120;191247;894;VF34C9HXC5;3248323
M1;2010-06-17;;01;UR31;AA;20100617;6;2;AD;;4;1450;1815;;4360;1748;1423;02;1995;130;4;true;;BMW;120d Coupé (AD) 2ov 1995cm3;1;6;120d;05;e1*01/116*0352*03;02;529;128;190192;211;WBAUR31090;3248394
M1G;2010-02-24;;01;B220K1;NZAAA500;20081003;8;5;AC;;5;2185;2830;2830;4788;1911;1765;02;2987;165;6;true;false;Mercedes-Benz;ML 320 CDI 4MATIC Farmari (AC) 5ov 2987cm3 A;2;7;ML 320 CDI 4MATIC;05;e1*01/116*0315*09;02;698;245;111520;961;WDC1641221;3250165
M1;2010-01-05;;01;4335C0;JZAAA200;20100105;X;2;AD;;2;825;1020;;2727;1583;1565;01;999;52;3;false;;Smart;FORTWO COUPE Coupé (AD) 2ov 999cm3 A;2;5;FORTWO COUPE;05;e1*01/116*0413*05;01;091;112;45300;007;WME4513311;3250185
M1;2010-02-26;;01;B5D11;M54AZ1;20100226;2;4;AF;;5;1366;1820;;4245;1775;1480;02;1582;66;4;true;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30;05;e11*01/116*0313*06;02;205;125;188246;875;KMHDB51TP8;3250239
M1;2010-03-23;;01;B5D11;M54AZ1;20100323;2;4;AF;;5;1366;1820;;4245;1775;1480;02;1582;66;4;true;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30;05;e11*01/116*0313*06;02;743;125;123609;605;KMHDB51TP8;3250240
M1;2010-02-03;;01;B5D11;M54AZ1;20100203;9;4;AF;;5;1366;1820;;4245;1775;1480;02;1582;66;4;true;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30;05;e11*01/116*0313*06;02;743;125;160689;602;KMHDB51TP8;3250241
M1;2010-02-26;;01;B5D11;M54AZ1;20100226;9;4;AF;;5;1366;1820;;4245;1775;1480;02;1582;66;4;true;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30;05;e11*01/116*0313*06;02;092;125;75853;017;KMHDB51TP8;3250242
M1;2010-03-26;;01;B5D11;M54AZ1;20100326;9;4;AF;;5;1366;1820;;4245;1775;1480;02;1582;66;4;true;;Hyundai;i 30 Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30;05;e11*01/116*0313*06;02;936;125;141181;348;KMHDB51TP8;3250243
M1;2010-01-20;;01;F5D11;M54AZ1;20100120;Y;4;AF;;5;1409;1920;;4475;1775;1565;02;1582;66;4;true;;Hyundai;i 30 CW Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30 CW;05;e11*01/116*0313*06;02;405;128;163534;541;KMHDB81TP8;3250256
M1;2010-01-04;;01;F5D11;M54AZ1;20100104;Y;4;AF;;5;1409;1920;;4475;1775;1565;02;1582;66;4;true;;Hyundai;i 30 CW Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30 CW;05;e11*01/116*0313*06;02;609;128;167991;286;KMHDB81TP8;3250257
M1;2010-03-30;;01;F5D11;M54AZ1;20100330;9;4;AF;;5;1409;1920;;4475;1775;1565;02;1582;66;4;true;;Hyundai;i 30 CW Monikäyttöajoneuvo (AF) 4ov 1582cm3;1;5;i 30 CW;05;e11*01/116*0313*06;02;848;128;204396;826;KMHDB81TP8;3250259
